system:index,count,label,.geo
-27093+8830,1,313,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.69027996325099,39.660619793876876],[-121.68578838683038,39.660619793876876],[-121.68578838683038,39.665111370297474],[-121.69027996325099,39.665111370297474],[-121.69027996325099,39.660619793876876]]]}"
-27093+8832,1,313,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.69027996325099,39.66960294671807],[-121.68578838683038,39.66960294671807],[-121.68578838683038,39.67409452313867],[-121.69027996325099,39.67409452313867],[-121.69027996325099,39.66960294671807]]]}"
-27093+8834,1,313,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.69027996325099,39.67858609955927],[-121.68578838683038,39.67858609955927],[-121.68578838683038,39.68307767597987],[-121.69027996325099,39.68307767597987],[-121.69027996325099,39.67858609955927]]]}"
-27093+8845,1,319,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.69027996325099,39.72799344018584],[-121.68578838683038,39.72799344018584],[-121.68578838683038,39.73248501660644],[-121.69027996325099,39.73248501660644],[-121.69027996325099,39.72799344018584]]]}"
-27093+8854,1,315,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.69027996325099,39.76841762797122],[-121.68578838683038,39.76841762797122],[-121.68578838683038,39.772909204391816],[-121.69027996325099,39.772909204391816],[-121.69027996325099,39.76841762797122]]]}"
-27094+8827,4,313,"{""geodesic"":false,""type"":""MultiPolygon"",""coordinates"":[[[[-121.70375469251277,39.64265348819448],[-121.69477153967158,39.64265348819448],[-121.69477153967158,39.64714506461508],[-121.70375469251277,39.64714506461508],[-121.70375469251277,39.64265348819448]]],[[[-121.69027996325099,39.64265348819448],[-121.68578838683038,39.64265348819448],[-121.68578838683038,39.64714506461508],[-121.69027996325099,39.64714506461508],[-121.69027996325099,39.64265348819448]]],[[[-121.69477153967158,39.64714506461508],[-121.69027996325099,39.64714506461508],[-121.69027996325099,39.65163664103568],[-121.69477153967158,39.65163664103568],[-121.69477153967158,39.64714506461508]]]]}"
-27094+8828,1,317,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.69477153967158,39.65163664103568],[-121.69027996325099,39.65163664103568],[-121.69027996325099,39.65612821745628],[-121.69477153967158,39.65612821745628],[-121.69477153967158,39.65163664103568]]]}"
-27094+8838,6,314,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.70375469251277,39.70104398166225],[-121.70375469251277,39.696552405241654],[-121.69926311609218,39.696552405241654],[-121.69926311609218,39.692060828821056],[-121.69477153967158,39.692060828821056],[-121.69477153967158,39.687569252400465],[-121.69027996325099,39.687569252400465],[-121.69027996325099,39.70104398166225],[-121.70375469251277,39.70104398166225]]]}"
-27094+8845,1,320,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.69477153967158,39.72799344018584],[-121.69027996325099,39.72799344018584],[-121.69027996325099,39.73248501660644],[-121.69477153967158,39.73248501660644],[-121.69477153967158,39.72799344018584]]]}"
-27094+8848,3,316,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.70375469251277,39.741468169447636],[-121.69027996325099,39.741468169447636],[-121.69027996325099,39.745959745868234],[-121.70375469251277,39.745959745868234],[-121.70375469251277,39.741468169447636]]]}"
-27095+8831,3,320,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.70824626893338,39.665111370297474],[-121.69477153967158,39.665111370297474],[-121.69477153967158,39.66960294671807],[-121.70824626893338,39.66960294671807],[-121.70824626893338,39.665111370297474]]]}"
-27095+8833,1,320,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.69926311609218,39.67409452313867],[-121.69477153967158,39.67409452313867],[-121.69477153967158,39.67858609955927],[-121.69926311609218,39.67858609955927],[-121.69926311609218,39.67409452313867]]]}"
-27095+8845,2,321,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.69926311609218,39.72350186376524],[-121.69477153967158,39.72350186376524],[-121.69477153967158,39.73248501660644],[-121.69926311609218,39.73248501660644],[-121.69926311609218,39.72350186376524]]]}"
-27095+8849,1,317,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.69926311609218,39.745959745868234],[-121.69477153967158,39.745959745868234],[-121.69477153967158,39.750451322288825],[-121.69926311609218,39.750451322288825],[-121.69926311609218,39.745959745868234]]]}"
-27096+8827,1,321,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.70375469251277,39.64714506461508],[-121.69926311609218,39.64714506461508],[-121.69926311609218,39.65163664103568],[-121.70375469251277,39.65163664103568],[-121.70375469251277,39.64714506461508]]]}"
-27096+8829,9,320,"{""geodesic"":false,""type"":""MultiPolygon"",""coordinates"":[[[[-121.69477153967158,39.64714506461508],[-121.69477153967158,39.65612821745628],[-121.69926311609218,39.65612821745628],[-121.69926311609218,39.660619793876876],[-121.70375469251277,39.660619793876876],[-121.70375469251277,39.65612821745628],[-121.71273784535397,39.65612821745628],[-121.71273784535397,39.65163664103568],[-121.69926311609218,39.65163664103568],[-121.69926311609218,39.64714506461508],[-121.69477153967158,39.64714506461508]]],[[[-121.69027996325099,39.64714506461508],[-121.68129681040979,39.64714506461508],[-121.68129681040979,39.65163664103568],[-121.69027996325099,39.65163664103568],[-121.69027996325099,39.64714506461508]]],[[[-121.69477153967158,39.64265348819448],[-121.69027996325099,39.64265348819448],[-121.69027996325099,39.64714506461508],[-121.69477153967158,39.64714506461508],[-121.69477153967158,39.64265348819448]]]]}"
-27096+8837,2,313,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.70824626893338,39.692060828821056],[-121.69926311609218,39.692060828821056],[-121.69926311609218,39.696552405241654],[-121.70824626893338,39.696552405241654],[-121.70824626893338,39.692060828821056]]]}"
-27096+8840,1,316,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.70375469251277,39.70553555808285],[-121.69926311609218,39.70553555808285],[-121.69926311609218,39.71002713450345],[-121.70375469251277,39.71002713450345],[-121.70375469251277,39.70553555808285]]]}"
-27096+8842,1,316,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.70375469251277,39.71451871092405],[-121.69926311609218,39.71451871092405],[-121.69926311609218,39.719010287344645],[-121.70375469251277,39.719010287344645],[-121.70375469251277,39.71451871092405]]]}"
-27096+8855,1,311,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.70375469251277,39.772909204391816],[-121.69926311609218,39.772909204391816],[-121.69926311609218,39.777400780812414],[-121.70375469251277,39.777400780812414],[-121.70375469251277,39.772909204391816]]]}"
-27097+8827,5,316,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.71722942177458,39.65163664103568],[-121.71722942177458,39.64714506461508],[-121.71273784535397,39.64714506461508],[-121.71273784535397,39.64265348819448],[-121.70375469251277,39.64265348819448],[-121.70375469251277,39.65163664103568],[-121.71722942177458,39.65163664103568]]]}"
-27097+8829,1,314,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.70824626893338,39.65612821745628],[-121.70375469251277,39.65612821745628],[-121.70375469251277,39.660619793876876],[-121.70824626893338,39.660619793876876],[-121.70824626893338,39.65612821745628]]]}"
-27097+8836,3,320,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.71273784535397,39.692060828821056],[-121.71273784535397,39.687569252400465],[-121.70824626893338,39.687569252400465],[-121.70824626893338,39.68307767597987],[-121.70375469251277,39.68307767597987],[-121.70375469251277,39.692060828821056],[-121.71273784535397,39.692060828821056]]]}"
-27097+8838,3,316,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.71273784535397,39.70104398166225],[-121.71273784535397,39.692060828821056],[-121.70824626893338,39.692060828821056],[-121.70824626893338,39.696552405241654],[-121.70375469251277,39.696552405241654],[-121.70375469251277,39.70104398166225],[-121.71273784535397,39.70104398166225]]]}"
-27097+8842,1,319,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.70824626893338,39.71451871092405],[-121.70375469251277,39.71451871092405],[-121.70375469251277,39.719010287344645],[-121.70824626893338,39.719010287344645],[-121.70824626893338,39.71451871092405]]]}"
-27097+8854,3,312,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.71722942177458,39.76841762797122],[-121.70375469251277,39.76841762797122],[-121.70375469251277,39.772909204391816],[-121.71722942177458,39.772909204391816],[-121.71722942177458,39.76841762797122]]]}"
-27098+8843,1,317,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.71273784535397,39.719010287344645],[-121.70824626893338,39.719010287344645],[-121.70824626893338,39.72350186376524],[-121.71273784535397,39.72350186376524],[-121.71273784535397,39.719010287344645]]]}"
-27099+8832,1,320,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.71722942177458,39.66960294671807],[-121.71273784535397,39.66960294671807],[-121.71273784535397,39.67409452313867],[-121.71722942177458,39.67409452313867],[-121.71722942177458,39.66960294671807]]]}"
-27099+8833,2,319,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.72172099819517,39.67409452313867],[-121.71273784535397,39.67409452313867],[-121.71273784535397,39.67858609955927],[-121.72172099819517,39.67858609955927],[-121.72172099819517,39.67409452313867]]]}"
-27099+8836,1,314,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.71722942177458,39.687569252400465],[-121.71273784535397,39.687569252400465],[-121.71273784535397,39.692060828821056],[-121.71722942177458,39.692060828821056],[-121.71722942177458,39.687569252400465]]]}"
-27100+8827,2,314,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.72621257461577,39.64714506461508],[-121.71722942177458,39.64714506461508],[-121.71722942177458,39.65163664103568],[-121.72621257461577,39.65163664103568],[-121.72621257461577,39.64714506461508]]]}"
-27101+8828,2,316,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.73070415103636,39.65163664103568],[-121.72172099819517,39.65163664103568],[-121.72172099819517,39.65612821745628],[-121.73070415103636,39.65612821745628],[-121.73070415103636,39.65163664103568]]]}"
-27101+8829,3,319,"{""geodesic"":false,""type"":""MultiPolygon"",""coordinates"":[[[[-121.72172099819517,39.65163664103568],[-121.71273784535397,39.65163664103568],[-121.71273784535397,39.65612821745628],[-121.72172099819517,39.65612821745628],[-121.72172099819517,39.65163664103568]]],[[[-121.72621257461577,39.65612821745628],[-121.72172099819517,39.65612821745628],[-121.72172099819517,39.660619793876876],[-121.72621257461577,39.660619793876876],[-121.72621257461577,39.65612821745628]]]]}"
-27101+8830,3,320,"{""geodesic"":false,""type"":""MultiPolygon"",""coordinates"":[[[[-121.72172099819517,39.65612821745628],[-121.71722942177458,39.65612821745628],[-121.71722942177458,39.660619793876876],[-121.72172099819517,39.660619793876876],[-121.72172099819517,39.65612821745628]]],[[[-121.73070415103636,39.660619793876876],[-121.72172099819517,39.660619793876876],[-121.72172099819517,39.665111370297474],[-121.73070415103636,39.665111370297474],[-121.73070415103636,39.660619793876876]]]]}"
-27101+8836,21,314,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.75765360955995,39.692060828821056],[-121.75765360955995,39.68307767597987],[-121.74867045671876,39.68307767597987],[-121.74867045671876,39.66960294671807],[-121.73968730387756,39.66960294671807],[-121.73968730387756,39.68307767597987],[-121.72621257461577,39.68307767597987],[-121.72621257461577,39.687569252400465],[-121.72172099819517,39.687569252400465],[-121.72172099819517,39.692060828821056],[-121.75765360955995,39.692060828821056]]]}"
-27101+8842,1,312,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.72621257461577,39.71451871092405],[-121.72172099819517,39.71451871092405],[-121.72172099819517,39.719010287344645],[-121.72621257461577,39.719010287344645],[-121.72621257461577,39.71451871092405]]]}"
-27101+8853,1,312,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.72621257461577,39.76392605155062],[-121.72172099819517,39.76392605155062],[-121.72172099819517,39.76841762797122],[-121.72621257461577,39.76841762797122],[-121.72621257461577,39.76392605155062]]]}"
-27103+8830,3,314,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.73519572745695,39.665111370297474],[-121.73519572745695,39.65612821745628],[-121.72621257461577,39.65612821745628],[-121.72621257461577,39.660619793876876],[-121.73070415103636,39.660619793876876],[-121.73070415103636,39.665111370297474],[-121.73519572745695,39.665111370297474]]]}"
-27103+8841,5,315,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.74417888029815,39.71451871092405],[-121.74417888029815,39.70553555808285],[-121.73519572745695,39.70553555808285],[-121.73519572745695,39.71002713450345],[-121.73070415103636,39.71002713450345],[-121.73070415103636,39.71451871092405],[-121.74417888029815,39.71451871092405]]]}"
-27103+8850,2,312,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.73968730387756,39.750451322288825],[-121.73070415103636,39.750451322288825],[-121.73070415103636,39.75494289870942],[-121.73968730387756,39.75494289870942],[-121.73968730387756,39.750451322288825]]]}"
-27106+8840,23,313,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.74867045671876,39.71002713450345],[-121.74867045671876,39.70553555808285],[-121.75765360955995,39.70553555808285],[-121.75765360955995,39.692060828821056],[-121.72621257461577,39.692060828821056],[-121.72621257461577,39.696552405241654],[-121.72172099819517,39.696552405241654],[-121.72172099819517,39.70104398166225],[-121.72621257461577,39.70104398166225],[-121.72621257461577,39.70553555808285],[-121.74417888029815,39.70553555808285],[-121.74417888029815,39.71002713450345],[-121.74867045671876,39.71002713450345]]]}"
-27106+8841,3,316,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.75765360955995,39.71002713450345],[-121.74417888029815,39.71002713450345],[-121.74417888029815,39.71451871092405],[-121.75765360955995,39.71451871092405],[-121.75765360955995,39.71002713450345]]]}"
-27107+8834,2,313,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.75316203313935,39.67409452313867],[-121.74867045671876,39.67409452313867],[-121.74867045671876,39.68307767597987],[-121.75316203313935,39.68307767597987],[-121.75316203313935,39.67409452313867]]]}"
-27107+8843,2,316,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.75765360955995,39.719010287344645],[-121.74867045671876,39.719010287344645],[-121.74867045671876,39.72350186376524],[-121.75765360955995,39.72350186376524],[-121.75765360955995,39.719010287344645]]]}"
-27107+8849,1,311,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.75316203313935,39.745959745868234],[-121.74867045671876,39.745959745868234],[-121.74867045671876,39.750451322288825],[-121.75316203313935,39.750451322288825],[-121.75316203313935,39.745959745868234]]]}"
-27109+8845,1,317,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.76214518598054,39.72799344018584],[-121.75765360955995,39.72799344018584],[-121.75765360955995,39.73248501660644],[-121.76214518598054,39.73248501660644],[-121.76214518598054,39.72799344018584]]]}"
