element_type,osmid,name,tourism,geometry,start_date,nodes,addr:city,addr:housenumber,addr:postcode,addr:state,addr:street,air_conditioning,brand,brand:wikidata,building,designation,phone,shop,toilets,website,wheelchair,amenity,operator,self_service,cuisine,official_name,healthcare,addr:country,email,layer,source,brand:wikipedia,alt_name,drive_through,opening_hours,ref,takeaway,atm,internet_access,building:levels,wikidata,addr:unit,ele,gnis:feature_id,denomination,religion,historic,tomb,townhall:type,access,toilets:disposal,unisex,description,operator:type,office,craft,leisure,note,telecom,check_date,social_centre:for,architect,level,healthcare:counselling,operator:wikidata,operator:website,operator:wikipedia,building:part,shelter_type,bench,generator:method,generator:output:electricity,generator:source,generator:type,power,ways,type
way,955919448,,,"POLYGON ((-121.4260021 37.7329294, -121.4260266 37.7330541, -121.4261096 37.7330439, -121.4260896 37.7329423, -121.4260851 37.7329192, -121.4260021 37.7329294))",,"[8847045326, 8847045327, 8847045328, 9710493489, 8847045329, 8847045326]",,,,,,,,,house,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,955919449,,,"POLYGON ((-121.4262763 37.7328366, -121.4262592 37.73276, -121.4261494 37.7327754, -121.4261664 37.7328519, -121.4262763 37.7328366))",,"[8847045330, 8847045331, 8847045332, 8847045333, 8847045330]",,,,,,,,,detached,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,955919450,,,"POLYGON ((-121.4263663 37.7328655, -121.4263989 37.7330045, -121.4265071 37.7329886, -121.4264746 37.7328496, -121.4263663 37.7328655))",,"[8847045334, 8847045335, 8847045336, 8847045337, 8847045334]",,,,,,,,,house,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,955919451,,,"POLYGON ((-121.4267223 37.7329285, -121.4266675 37.7327948, -121.4265596 37.7328225, -121.4266145 37.7329562, -121.4267223 37.7329285))",,"[8847045338, 8847045339, 8847045340, 8847045341, 8847045338]",,,,,,,,,house,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,955919452,,,"POLYGON ((-121.4263706 37.7327146, -121.4262965 37.7327298, -121.4263329 37.7328412, -121.4264798 37.7328111, -121.4264627 37.732759, -121.42639 37.7327738, -121.4263706 37.7327146))",,"[8847045342, 8847045343, 8847045344, 8847045345, 8847045347, 8847045346, 8847045342]",,,,,,,,,detached,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,955919453,,,"POLYGON ((-121.4263287 37.7330379, -121.4263054 37.732948, -121.4261686 37.7329701, -121.4262002 37.7330923, -121.4262747 37.7330803, -121.4262663 37.733048, -121.4263287 37.7330379))",,"[8847045348, 8847045349, 8847045350, 8847045351, 8847045352, 8847045353, 8847045348]",,,,,,,,,house,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,955919454,,,"POLYGON ((-121.4262738 37.7329376, -121.4263332 37.7329268, -121.4263107 37.7328492, -121.4262513 37.73286, -121.4262738 37.7329376))",,"[8847045354, 8847045355, 8847045356, 8847045357, 8847045354]",,,,,,,,,shed,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,955919455,,,"POLYGON ((-121.4258938 37.7326354, -121.4258902 37.7325447, -121.4258715 37.7325451, -121.4258666 37.7324198, -121.4257721 37.7324221, -121.4257765 37.7325334, -121.4257543 37.7325339, -121.4257584 37.7326387, -121.4258938 37.7326354))",,"[8847045359, 9710493607, 9710493606, 8847045360, 8847045361, 9710493608, 9710493610, 9710493609, 8847045359]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,955919456,,,"POLYGON ((-121.4259198 37.7324606, -121.425897 37.7324627, -121.4259073 37.7325337, -121.426056 37.7325203, -121.4260451 37.7324452, -121.4260141 37.732448, -121.4260072 37.7323997, -121.4259123 37.7324082, -121.4259198 37.7324606))",,"[8847045362, 9710493613, 8847045363, 8847045364, 9710493611, 8847045365, 9710493612, 9710493614, 8847045362]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,955919457,,,"POLYGON ((-121.4263431 37.7325154, -121.4262812 37.7323481, -121.4261956 37.7323679, -121.4262575 37.7325352, -121.4263431 37.7325154))",,"[8847045368, 8847045369, 8847045370, 8847045371, 8847045368]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,955919458,,,"POLYGON ((-121.4260915 37.7326063, -121.4261066 37.7326736, -121.4261976 37.7326609, -121.4261826 37.7325936, -121.4260915 37.7326063))",,"[8847045372, 8847045373, 8847045374, 8847045375, 8847045372]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,955919459,,,"POLYGON ((-121.426634 37.7325488, -121.4266209 37.7325538, -121.4265051 37.7325985, -121.426495 37.7326024, -121.4264288 37.7324951, -121.4265679 37.7324415, -121.426634 37.7325488))",,"[8847045376, 9710493648, 9710493650, 8847045377, 8847045378, 8847045379, 8847045376]",,,,,,,,,detached,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,955919460,,,"POLYGON ((-121.4265419 37.7324039, -121.4264835 37.732309, -121.4263141 37.7323742, -121.4263725 37.7324691, -121.4265419 37.7324039))",,"[8847045380, 8847045381, 8847045382, 8847045383, 8847045380]",,,,,,,,,detached,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,955919461,,,"POLYGON ((-121.426836 37.7324917, -121.4267678 37.7323825, -121.4266296 37.7324366, -121.4266978 37.7325457, -121.426836 37.7324917))",,"[8847045384, 8847045385, 8847045386, 8847045387, 8847045384]",,,,,,,,,detached,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,955919462,,,"POLYGON ((-121.4265916 37.7324021, -121.4265333 37.7323082, -121.4267048 37.7322416, -121.4267631 37.7323356, -121.4265916 37.7324021))",,"[8847045388, 8847045389, 8847045390, 8847045391, 8847045388]",,,,,,,,,detached,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,955919463,Mi Ranchito Market,,"POLYGON ((-121.4260012 37.732194, -121.4259914 37.7320397, -121.4258505 37.7320457, -121.4257478 37.7320486, -121.4257566 37.7322037, -121.4260012 37.732194))",,"[8847045392, 8847045393, 9710493414, 8847045394, 8847045395, 8847045392]",Tracy,215,95376,CA,South Central Avenue,,,,yes,,,alcohol,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,955919464,,,"POLYGON ((-121.4260088 37.7320088, -121.4260145 37.7321688, -121.4261568 37.7321656, -121.426151 37.7320056, -121.4260088 37.7320088))",,"[8847045396, 8847045398, 8847045399, 8847045400, 8847045396]",,,,,,,,,house,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,955919465,,,"POLYGON ((-121.425906 37.731707, -121.425903 37.731627, -121.425727 37.731629, -121.425729 37.73171, -121.425906 37.731707))",,"[8847045402, 8847045403, 8847045404, 8847045405, 8847045402]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,955919466,,,"POLYGON ((-121.426093 37.731667, -121.426082 37.731409, -121.425964 37.731412, -121.425975 37.73167, -121.426093 37.731667))",,"[8847045406, 8847045407, 8847045408, 8847045409, 8847045406]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,955919467,,,"POLYGON ((-121.426223 37.731525, -121.426129 37.731525, -121.426129 37.731699, -121.426223 37.731699, -121.426223 37.731525))",,"[8847045410, 8847045411, 8847045412, 8847045413, 8847045410]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,955919468,,,"POLYGON ((-121.426329 37.731576, -121.426329 37.731486, -121.426236 37.731487, -121.426237 37.731621, -121.426319 37.731621, -121.426319 37.731653, -121.426392 37.731652, -121.426391 37.731576, -121.426329 37.731576))",,"[8847045414, 8847045415, 8847045416, 8847045417, 8847045418, 8847045419, 8847045420, 8847045421, 8847045414]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,955919469,,,"POLYGON ((-121.426496 37.731485, -121.426408 37.731485, -121.426408 37.731655, -121.426496 37.731655, -121.426496 37.731485))",,"[8847045422, 8847045423, 8847045424, 8847045425, 8847045422]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,955919470,,,"POLYGON ((-121.42653 37.731583, -121.426636 37.731583, -121.426635 37.73147, -121.426529 37.73147, -121.42653 37.731583))",,"[8847045426, 8847045427, 8847045428, 8847045429, 8847045426]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,955919471,,,"POLYGON ((-121.4257327 37.7315437, -121.4257218 37.7314021, -121.4258753 37.7313947, -121.4258862 37.7315363, -121.4257327 37.7315437))",,"[8847045430, 8847045431, 8847045432, 8847045433, 8847045430]",,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,955919472,,,"POLYGON ((-121.426228 37.731177, -121.426228 37.731012, -121.42613 37.731012, -121.42613 37.731177, -121.426228 37.731177))",,"[8847045434, 8847045435, 8847045436, 8847045437, 8847045434]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,955919473,,,"POLYGON ((-121.426004 37.731166, -121.426101 37.731165, -121.426099 37.731028, -121.426003 37.731029, -121.426004 37.731166))",,"[8847045438, 8847045439, 8847045440, 8847045441, 8847045438]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,955919474,,,"POLYGON ((-121.425799 37.731035, -121.425713 37.731035, -121.425713 37.731175, -121.425799 37.731175, -121.425799 37.731035))",,"[8847045442, 8847045443, 8847045444, 8847045445, 8847045442]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,955919475,,,"POLYGON ((-121.427029 37.731291, -121.427029 37.731208, -121.426857 37.731208, -121.426857 37.731291, -121.427029 37.731291))",,"[8847045446, 8847045447, 8847045448, 8847045449, 8847045446]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,955919476,,,"POLYGON ((-121.426852 37.731177, -121.427038 37.731177, -121.427038 37.731101, -121.426852 37.731101, -121.426852 37.731177))",,"[8847045450, 8847045451, 8847045452, 8847045453, 8847045450]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,955919477,,,"POLYGON ((-121.426794 37.729145, -121.426794 37.72902, -121.426689 37.72902, -121.426689 37.729145, -121.426794 37.729145))",,"[8847045454, 8847045455, 8847045456, 8847045457, 8847045454]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,955919478,,,"POLYGON ((-121.42684 37.72902, -121.42684 37.729156, -121.426947 37.729156, -121.426947 37.72902, -121.42684 37.72902))",,"[8847045458, 8847045459, 8847045460, 8847045461, 8847045458]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,955919479,,,"POLYGON ((-121.427076 37.729151, -121.427076 37.729018, -121.426976 37.729018, -121.426976 37.729151, -121.427076 37.729151))",,"[8847045462, 8847045463, 8847045464, 8847045465, 8847045462]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,955919480,,,"POLYGON ((-121.42688 37.729298, -121.42688 37.729217, -121.4267 37.729217, -121.4267 37.729298, -121.42688 37.729298))",,"[8847045466, 8847045467, 8847045468, 8847045469, 8847045466]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,955919481,,,"POLYGON ((-121.426968 37.729321, -121.426708 37.729321, -121.426708 37.729402, -121.426968 37.729402, -121.426968 37.729321))",,"[8847045470, 8847045471, 8847045472, 8847045473, 8847045470]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,955919482,,,"POLYGON ((-121.426719 37.729427, -121.426719 37.72951, -121.426909 37.72951, -121.426909 37.729427, -121.426719 37.729427))",,"[8847045475, 8847045476, 8847045477, 8847045478, 8847045475]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,955919483,,,"POLYGON ((-121.426896 37.729535, -121.426713 37.729535, -121.426713 37.729622, -121.426896 37.729622, -121.426896 37.729535))",,"[8847045479, 8847045480, 8847045481, 8847045482, 8847045479]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,955919484,,,"POLYGON ((-121.426912 37.729726, -121.426912 37.729644, -121.42677 37.729644, -121.42677 37.729726, -121.426912 37.729726))",,"[8847045483, 8847045484, 8847045485, 8847045486, 8847045483]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,955919485,,,"POLYGON ((-121.426732 37.729883, -121.426799 37.729883, -121.426799 37.729784, -121.426732 37.729784, -121.426732 37.729883))",,"[8847045487, 8847045488, 8847045489, 8847045490, 8847045487]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,955919486,,,"POLYGON ((-121.426842 37.72979, -121.426842 37.729924, -121.426944 37.729924, -121.426944 37.72979, -121.426842 37.72979))",,"[8847045491, 8847045492, 8847045493, 8847045494, 8847045491]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,955919487,,,"POLYGON ((-121.426979 37.729932, -121.427081 37.729932, -121.427081 37.729796, -121.426979 37.729796, -121.426979 37.729932))",,"[8847045495, 8847045496, 8847045497, 8847045498, 8847045495]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,955919488,,,"POLYGON ((-121.427253 37.729741, -121.427145 37.729741, -121.427145 37.729909, -121.427253 37.729909, -121.427253 37.729741))",,"[8847045499, 8847045500, 8847045501, 8847045502, 8847045499]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,955919489,,,"POLYGON ((-121.4281231 37.7296844, -121.4280397 37.7296845, -121.4280399 37.7297582, -121.4281233 37.729758, -121.4281231 37.7296844))",,"[8847045503, 8847045504, 8847045505, 8847045506, 8847045503]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,955919490,,,"POLYGON ((-121.42825 37.729913, -121.428248 37.729831, -121.428186 37.729832, -121.428185 37.729774, -121.428061 37.729776, -121.428065 37.729916, -121.42825 37.729913))",,"[8847045507, 8847045508, 8847045509, 8847045510, 8847045511, 8847045512, 8847045507]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,955919491,,,"POLYGON ((-121.427664 37.7298473, -121.4276643 37.7296868, -121.4275812 37.7296867, -121.4275809 37.7298472, -121.427664 37.7298473))",,"[8847045514, 8847045515, 8847045516, 8847045517, 8847045514]",,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,955919492,,,"POLYGON ((-121.4280221 37.7297803, -121.4279351 37.7297802, -121.4279348 37.7298859, -121.4280219 37.729886, -121.4280221 37.7297803))",,"[8847045518, 8847045519, 8847045520, 8847045521, 8847045518]",,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,955919493,,,"POLYGON ((-121.4278197 37.7296895, -121.4277381 37.7296888, -121.427737 37.729764, -121.4278186 37.7297648, -121.4278197 37.7296895))",,"[8847045522, 8847045523, 8847045524, 8847045525, 8847045522]",,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,955919494,,,"POLYGON ((-121.427768 37.730193, -121.427674 37.730193, -121.427674 37.730297, -121.427768 37.730297, -121.427768 37.730193))",,"[8847045526, 8847045527, 8847045528, 8847045529, 8847045526]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,955919495,,,"POLYGON ((-121.426989 37.730406, -121.427143 37.730404, -121.427141 37.730313, -121.427124 37.730313, -121.427121 37.730207, -121.426985 37.730209, -121.426989 37.730406))",,"[8847045530, 8847045531, 8847045532, 8847045533, 8847045534, 8847045535, 8847045530]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,955919496,,,"POLYGON ((-121.4269441 37.7303325, -121.4268119 37.7303378, -121.4268159 37.7304144, -121.4269491 37.7304092, -121.4269441 37.7303325))",,"[8847045536, 8847045537, 8847045538, 8847045539, 8847045536]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,955919497,,,"POLYGON ((-121.427253 37.730163, -121.427156 37.730163, -121.427156 37.730401, -121.427253 37.730401, -121.427253 37.730163))",,"[8847045540, 8847045541, 8847045542, 8847045543, 8847045540]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,955919498,,,"POLYGON ((-121.427395 37.730191, -121.427293 37.730191, -121.427293 37.730316, -121.427395 37.730316, -121.427395 37.730191))",,"[8847045544, 8847045545, 8847045546, 8847045547, 8847045544]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,956135462,,,"POLYGON ((-121.427558 37.727072, -121.427368 37.727072, -121.427368 37.727151, -121.427419 37.727151, -121.427419 37.727289, -121.427558 37.727289, -121.427558 37.727072))",,"[8849049409, 8849049410, 8849049411, 8849049412, 8849049413, 8849049414, 8849049409]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,956135463,,,"POLYGON ((-121.42766 37.727369, -121.427837 37.727369, -121.427837 37.727261, -121.42766 37.727261, -121.42766 37.727369))",,"[8849049415, 8849049416, 8849083617, 8849083618, 8849049415]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,956135464,,,"POLYGON ((-121.428019 37.727243, -121.428126 37.727244, -121.428126 37.727242, -121.428201 37.727242, -121.428203 37.727102, -121.428114 37.727102, -121.428113 37.727161, -121.42802 37.727161, -121.428019 37.727243))",,"[8849083619, 8849083620, 8849083621, 8849083622, 8849083623, 8849083624, 8849083625, 8849083626, 8849083619]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,956135465,,,"POLYGON ((-121.427996 37.727584, -121.427875 37.727584, -121.427875 37.727698, -121.427996 37.727698, -121.427996 37.727584))",,"[8849083627, 8849083628, 8849083629, 8849083630, 8849083627]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,956135466,,,"POLYGON ((-121.428489 37.727282, -121.428489 37.727395, -121.428618 37.727395, -121.428618 37.727345, -121.42865 37.727345, -121.42865 37.727282, -121.428489 37.727282))",,"[8849083631, 8849083632, 8849083633, 8849083634, 8849083635, 8849083636, 8849083631]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,956135467,,,"POLYGON ((-121.428805 37.727177, -121.428717 37.727178, -121.428719 37.727316, -121.428794 37.727315, -121.428795 37.727374, -121.428906 37.727373, -121.428904 37.727248, -121.428806 37.727249, -121.428805 37.727177))",,"[8849083637, 8849083638, 8849083639, 8849083640, 8849083641, 8849083642, 8849083643, 8849083644, 8849083637]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,956135468,,,"POLYGON ((-121.429123 37.727361, -121.429118 37.727243, -121.428965 37.727247, -121.42897 37.727365, -121.429123 37.727361))",,"[8849083645, 8849083646, 8849083647, 8849083648, 8849083645]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,956135469,,,"POLYGON ((-121.429181 37.727318, -121.429363 37.727318, -121.429363 37.727209, -121.429264 37.727209, -121.429264 37.727155, -121.429181 37.727155, -121.429181 37.727318))",,"[8849083649, 8849083650, 8849083651, 8849083652, 8849083653, 8849083654, 8849083649]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,956135470,,,"POLYGON ((-121.4281 37.726761, -121.4281 37.726809, -121.428207 37.726809, -121.428207 37.726648, -121.428055 37.726648, -121.428055 37.726761, -121.4281 37.726761))",,"[8849083656, 8849083657, 8849083658, 8849083659, 8849083660, 8849083661, 8849083656]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,956135471,,,"POLYGON ((-121.428254 37.726651, -121.428257 37.726809, -121.428358 37.726807, -121.428357 37.726761, -121.428435 37.72676, -121.428433 37.726649, -121.428254 37.726651))",,"[8849083662, 8849083663, 8849083664, 8849083665, 8849083666, 8849083667, 8849083662]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,956135472,,,"POLYGON ((-121.428659 37.726644, -121.42849 37.726643, -121.42849 37.72676, -121.428536 37.72676, -121.428535 37.726809, -121.428659 37.726809, -121.428659 37.726644))",,"[8849083668, 8849083669, 8849083670, 8849083671, 8849083672, 8849083673, 8849083668]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,956135473,,,"POLYGON ((-121.42887 37.72679, -121.42887 37.726642, -121.428717 37.726642, -121.428717 37.726758, -121.428771 37.726758, -121.428771 37.72679, -121.42887 37.72679))",,"[8849083674, 8849083675, 8849083676, 8849083677, 8849083678, 8849083679, 8849083674]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,956135474,,,"POLYGON ((-121.429097 37.726733, -121.429099 37.726646, -121.428922 37.726644, -121.428919 37.726813, -121.429031 37.726815, -121.429032 37.726732, -121.429097 37.726733))",,"[8849083680, 8849083681, 8849083682, 8849083683, 8849083684, 8849083685, 8849083680]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,956135475,,,"POLYGON ((-121.429186 37.726695, -121.429186 37.726816, -121.42935 37.726816, -121.42935 37.726773, -121.429412 37.726773, -121.429412 37.726695, -121.429186 37.726695))",,"[8849083686, 8849083687, 8849083688, 8849083689, 8849083690, 8849083691, 8849083686]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,956135476,,,"POLYGON ((-121.429256 37.726563, -121.429256 37.726597, -121.429197 37.726597, -121.429197 37.72668, -121.429374 37.72668, -121.429374 37.726563, -121.429256 37.726563))",,"[8849083692, 8849083693, 8849083694, 8849083695, 8849083696, 8849083697, 8849083692]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
